series_id,series_name,date,year,value
CPIAUCSL,Consumer Price Index for All Urban Consumers,2013-10-01,2013,233.669
CPIAUCSL,Consumer Price Index for All Urban Consumers,2013-11-01,2013,234.1
CPIAUCSL,Consumer Price Index for All Urban Consumers,2013-12-01,2013,234.719
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-01-01,2014,235.288
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-02-01,2014,235.547
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-03-01,2014,236.028
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-04-01,2014,236.468
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-05-01,2014,236.918
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-06-01,2014,237.231
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-07-01,2014,237.498
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-08-01,2014,237.46
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-09-01,2014,237.477
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-10-01,2014,237.43
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-11-01,2014,236.983
CPIAUCSL,Consumer Price Index for All Urban Consumers,2014-12-01,2014,236.252
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-01-01,2015,234.747
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-02-01,2015,235.342
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-03-01,2015,235.976
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-04-01,2015,236.222
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-05-01,2015,237.001
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-06-01,2015,237.657
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-07-01,2015,238.034
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-08-01,2015,238.033
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-09-01,2015,237.498
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-10-01,2015,237.733
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-11-01,2015,238.017
CPIAUCSL,Consumer Price Index for All Urban Consumers,2015-12-01,2015,237.761
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-01-01,2016,237.652
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-02-01,2016,237.336
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-03-01,2016,238.08
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-04-01,2016,238.992
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-05-01,2016,239.557
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-06-01,2016,240.222
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-07-01,2016,240.101
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-08-01,2016,240.545
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-09-01,2016,241.176
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-10-01,2016,241.741
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-11-01,2016,242.026
CPIAUCSL,Consumer Price Index for All Urban Consumers,2016-12-01,2016,242.637
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-01-01,2017,243.618
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-02-01,2017,244.006
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-03-01,2017,243.892
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-04-01,2017,244.193
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-05-01,2017,244.004
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-06-01,2017,244.163
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-07-01,2017,244.243
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-08-01,2017,245.183
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-09-01,2017,246.435
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-10-01,2017,246.626
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-11-01,2017,247.284
CPIAUCSL,Consumer Price Index for All Urban Consumers,2017-12-01,2017,247.805
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-01-01,2018,248.859
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-02-01,2018,249.529
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-03-01,2018,249.577
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-04-01,2018,250.227
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-05-01,2018,250.792
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-06-01,2018,251.018
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-07-01,2018,251.214
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-08-01,2018,251.663
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-09-01,2018,252.182
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-10-01,2018,252.772
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-11-01,2018,252.594
CPIAUCSL,Consumer Price Index for All Urban Consumers,2018-12-01,2018,252.767
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-01-01,2019,252.561
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-02-01,2019,253.319
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-03-01,2019,254.277
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-04-01,2019,255.233
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-05-01,2019,255.296
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-06-01,2019,255.213
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-07-01,2019,255.802
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-08-01,2019,256.036
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-09-01,2019,256.43
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-10-01,2019,257.155
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-11-01,2019,257.879
CPIAUCSL,Consumer Price Index for All Urban Consumers,2019-12-01,2019,258.63
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-01-01,2020,259.127
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-02-01,2020,259.25
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-03-01,2020,258.076
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-04-01,2020,256.032
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-05-01,2020,255.802
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-06-01,2020,257.042
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-07-01,2020,258.352
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-08-01,2020,259.316
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-09-01,2020,259.997
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-10-01,2020,260.319
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-11-01,2020,260.911
CPIAUCSL,Consumer Price Index for All Urban Consumers,2020-12-01,2020,262.045
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-01-01,2021,262.639
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-02-01,2021,263.573
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-03-01,2021,264.847
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-04-01,2021,266.625
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-05-01,2021,268.404
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-06-01,2021,270.71
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-07-01,2021,271.965
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-08-01,2021,272.752
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-09-01,2021,273.942
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-10-01,2021,276.528
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-11-01,2021,278.824
CPIAUCSL,Consumer Price Index for All Urban Consumers,2021-12-01,2021,280.806
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-01-01,2022,282.542
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-02-01,2022,284.525
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-03-01,2022,287.467
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-04-01,2022,288.582
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-05-01,2022,291.299
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-06-01,2022,295.072
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-07-01,2022,294.94
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-08-01,2022,295.162
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-09-01,2022,296.421
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-10-01,2022,297.979
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-11-01,2022,298.708
CPIAUCSL,Consumer Price Index for All Urban Consumers,2022-12-01,2022,298.808
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-01-01,2023,300.456
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-02-01,2023,301.476
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-03-01,2023,301.643
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-04-01,2023,302.858
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-05-01,2023,303.316
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-06-01,2023,304.099
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-07-01,2023,304.615
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-08-01,2023,306.138
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-09-01,2023,307.374
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-10-01,2023,307.653
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-11-01,2023,308.087
CPIAUCSL,Consumer Price Index for All Urban Consumers,2023-12-01,2023,308.735
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-01-01,2024,309.794
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-02-01,2024,311.022
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-03-01,2024,312.107
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-04-01,2024,313.016
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-05-01,2024,313.14
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-06-01,2024,313.131
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-07-01,2024,313.566
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-08-01,2024,314.131
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-09-01,2024,314.851
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-10-01,2024,315.564
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-11-01,2024,316.449
CPIAUCSL,Consumer Price Index for All Urban Consumers,2024-12-01,2024,317.603
FEDFUNDS,Federal Funds Effective Rate,1970-01-01,1970,8.98
FEDFUNDS,Federal Funds Effective Rate,1970-02-01,1970,8.98
FEDFUNDS,Federal Funds Effective Rate,1970-03-01,1970,7.76
FEDFUNDS,Federal Funds Effective Rate,1970-04-01,1970,8.1
FEDFUNDS,Federal Funds Effective Rate,1970-05-01,1970,7.95
FEDFUNDS,Federal Funds Effective Rate,1970-06-01,1970,7.61
FEDFUNDS,Federal Funds Effective Rate,1970-07-01,1970,7.21
FEDFUNDS,Federal Funds Effective Rate,1970-08-01,1970,6.62
FEDFUNDS,Federal Funds Effective Rate,1970-09-01,1970,6.29
FEDFUNDS,Federal Funds Effective Rate,1970-10-01,1970,6.2
FEDFUNDS,Federal Funds Effective Rate,1970-11-01,1970,5.6
FEDFUNDS,Federal Funds Effective Rate,1970-12-01,1970,4.9
FEDFUNDS,Federal Funds Effective Rate,1971-01-01,1971,4.14
FEDFUNDS,Federal Funds Effective Rate,1971-02-01,1971,3.72
FEDFUNDS,Federal Funds Effective Rate,1971-03-01,1971,3.71
FEDFUNDS,Federal Funds Effective Rate,1971-04-01,1971,4.16
FEDFUNDS,Federal Funds Effective Rate,1971-05-01,1971,4.63
FEDFUNDS,Federal Funds Effective Rate,1971-06-01,1971,4.91
FEDFUNDS,Federal Funds Effective Rate,1971-07-01,1971,5.31
FEDFUNDS,Federal Funds Effective Rate,1971-08-01,1971,5.57
FEDFUNDS,Federal Funds Effective Rate,1971-09-01,1971,5.55
FEDFUNDS,Federal Funds Effective Rate,1971-10-01,1971,5.2
FEDFUNDS,Federal Funds Effective Rate,1971-11-01,1971,4.91
FEDFUNDS,Federal Funds Effective Rate,1971-12-01,1971,4.14
FEDFUNDS,Federal Funds Effective Rate,1972-01-01,1972,3.51
FEDFUNDS,Federal Funds Effective Rate,1972-02-01,1972,3.3
FEDFUNDS,Federal Funds Effective Rate,1972-03-01,1972,3.83
FEDFUNDS,Federal Funds Effective Rate,1972-04-01,1972,4.17
FEDFUNDS,Federal Funds Effective Rate,1972-05-01,1972,4.27
FEDFUNDS,Federal Funds Effective Rate,1972-06-01,1972,4.46
FEDFUNDS,Federal Funds Effective Rate,1972-07-01,1972,4.55
FEDFUNDS,Federal Funds Effective Rate,1972-08-01,1972,4.81
FEDFUNDS,Federal Funds Effective Rate,1972-09-01,1972,4.87
FEDFUNDS,Federal Funds Effective Rate,1972-10-01,1972,5.05
FEDFUNDS,Federal Funds Effective Rate,1972-11-01,1972,5.06
FEDFUNDS,Federal Funds Effective Rate,1972-12-01,1972,5.33
FEDFUNDS,Federal Funds Effective Rate,1973-01-01,1973,5.94
FEDFUNDS,Federal Funds Effective Rate,1973-02-01,1973,6.58
FEDFUNDS,Federal Funds Effective Rate,1973-03-01,1973,7.09
FEDFUNDS,Federal Funds Effective Rate,1973-04-01,1973,7.12
FEDFUNDS,Federal Funds Effective Rate,1973-05-01,1973,7.84
FEDFUNDS,Federal Funds Effective Rate,1973-06-01,1973,8.49
FEDFUNDS,Federal Funds Effective Rate,1973-07-01,1973,10.4
FEDFUNDS,Federal Funds Effective Rate,1973-08-01,1973,10.5
FEDFUNDS,Federal Funds Effective Rate,1973-09-01,1973,10.78
FEDFUNDS,Federal Funds Effective Rate,1973-10-01,1973,10.01
FEDFUNDS,Federal Funds Effective Rate,1973-11-01,1973,10.03
FEDFUNDS,Federal Funds Effective Rate,1973-12-01,1973,9.95
FEDFUNDS,Federal Funds Effective Rate,1974-01-01,1974,9.65
FEDFUNDS,Federal Funds Effective Rate,1974-02-01,1974,8.97
FEDFUNDS,Federal Funds Effective Rate,1974-03-01,1974,9.35
FEDFUNDS,Federal Funds Effective Rate,1974-04-01,1974,10.51
FEDFUNDS,Federal Funds Effective Rate,1974-05-01,1974,11.31
FEDFUNDS,Federal Funds Effective Rate,1974-06-01,1974,11.93
FEDFUNDS,Federal Funds Effective Rate,1974-07-01,1974,12.92
FEDFUNDS,Federal Funds Effective Rate,1974-08-01,1974,12.01
FEDFUNDS,Federal Funds Effective Rate,1974-09-01,1974,11.34
FEDFUNDS,Federal Funds Effective Rate,1974-10-01,1974,10.06
FEDFUNDS,Federal Funds Effective Rate,1974-11-01,1974,9.45
FEDFUNDS,Federal Funds Effective Rate,1974-12-01,1974,8.53
FEDFUNDS,Federal Funds Effective Rate,1975-01-01,1975,7.13
FEDFUNDS,Federal Funds Effective Rate,1975-02-01,1975,6.24
FEDFUNDS,Federal Funds Effective Rate,1975-03-01,1975,5.54
FEDFUNDS,Federal Funds Effective Rate,1975-04-01,1975,5.49
FEDFUNDS,Federal Funds Effective Rate,1975-05-01,1975,5.22
FEDFUNDS,Federal Funds Effective Rate,1975-06-01,1975,5.55
FEDFUNDS,Federal Funds Effective Rate,1975-07-01,1975,6.1
FEDFUNDS,Federal Funds Effective Rate,1975-08-01,1975,6.14
FEDFUNDS,Federal Funds Effective Rate,1975-09-01,1975,6.24
FEDFUNDS,Federal Funds Effective Rate,1975-10-01,1975,5.82
FEDFUNDS,Federal Funds Effective Rate,1975-11-01,1975,5.22
FEDFUNDS,Federal Funds Effective Rate,1975-12-01,1975,5.2
FEDFUNDS,Federal Funds Effective Rate,1976-01-01,1976,4.87
FEDFUNDS,Federal Funds Effective Rate,1976-02-01,1976,4.77
FEDFUNDS,Federal Funds Effective Rate,1976-03-01,1976,4.84
FEDFUNDS,Federal Funds Effective Rate,1976-04-01,1976,4.82
FEDFUNDS,Federal Funds Effective Rate,1976-05-01,1976,5.29
FEDFUNDS,Federal Funds Effective Rate,1976-06-01,1976,5.48
FEDFUNDS,Federal Funds Effective Rate,1976-07-01,1976,5.31
FEDFUNDS,Federal Funds Effective Rate,1976-08-01,1976,5.29
FEDFUNDS,Federal Funds Effective Rate,1976-09-01,1976,5.25
FEDFUNDS,Federal Funds Effective Rate,1976-10-01,1976,5.02
FEDFUNDS,Federal Funds Effective Rate,1976-11-01,1976,4.95
FEDFUNDS,Federal Funds Effective Rate,1976-12-01,1976,4.65
FEDFUNDS,Federal Funds Effective Rate,1977-01-01,1977,4.61
FEDFUNDS,Federal Funds Effective Rate,1977-02-01,1977,4.68
FEDFUNDS,Federal Funds Effective Rate,1977-03-01,1977,4.69
FEDFUNDS,Federal Funds Effective Rate,1977-04-01,1977,4.73
FEDFUNDS,Federal Funds Effective Rate,1977-05-01,1977,5.35
FEDFUNDS,Federal Funds Effective Rate,1977-06-01,1977,5.39
FEDFUNDS,Federal Funds Effective Rate,1977-07-01,1977,5.42
FEDFUNDS,Federal Funds Effective Rate,1977-08-01,1977,5.9
FEDFUNDS,Federal Funds Effective Rate,1977-09-01,1977,6.14
FEDFUNDS,Federal Funds Effective Rate,1977-10-01,1977,6.47
FEDFUNDS,Federal Funds Effective Rate,1977-11-01,1977,6.51
FEDFUNDS,Federal Funds Effective Rate,1977-12-01,1977,6.56
FEDFUNDS,Federal Funds Effective Rate,1978-01-01,1978,6.7
FEDFUNDS,Federal Funds Effective Rate,1978-02-01,1978,6.78
FEDFUNDS,Federal Funds Effective Rate,1978-03-01,1978,6.79
FEDFUNDS,Federal Funds Effective Rate,1978-04-01,1978,6.89
FEDFUNDS,Federal Funds Effective Rate,1978-05-01,1978,7.36
FEDFUNDS,Federal Funds Effective Rate,1978-06-01,1978,7.6
FEDFUNDS,Federal Funds Effective Rate,1978-07-01,1978,7.81
FEDFUNDS,Federal Funds Effective Rate,1978-08-01,1978,8.04
FEDFUNDS,Federal Funds Effective Rate,1978-09-01,1978,8.45
FEDFUNDS,Federal Funds Effective Rate,1978-10-01,1978,8.96
FEDFUNDS,Federal Funds Effective Rate,1978-11-01,1978,9.76
FEDFUNDS,Federal Funds Effective Rate,1978-12-01,1978,10.03
FEDFUNDS,Federal Funds Effective Rate,1979-01-01,1979,10.07
FEDFUNDS,Federal Funds Effective Rate,1979-02-01,1979,10.06
FEDFUNDS,Federal Funds Effective Rate,1979-03-01,1979,10.09
FEDFUNDS,Federal Funds Effective Rate,1979-04-01,1979,10.01
FEDFUNDS,Federal Funds Effective Rate,1979-05-01,1979,10.24
FEDFUNDS,Federal Funds Effective Rate,1979-06-01,1979,10.29
FEDFUNDS,Federal Funds Effective Rate,1979-07-01,1979,10.47
FEDFUNDS,Federal Funds Effective Rate,1979-08-01,1979,10.94
FEDFUNDS,Federal Funds Effective Rate,1979-09-01,1979,11.43
FEDFUNDS,Federal Funds Effective Rate,1979-10-01,1979,13.77
FEDFUNDS,Federal Funds Effective Rate,1979-11-01,1979,13.18
FEDFUNDS,Federal Funds Effective Rate,1979-12-01,1979,13.78
FEDFUNDS,Federal Funds Effective Rate,1980-01-01,1980,13.82
FEDFUNDS,Federal Funds Effective Rate,1980-02-01,1980,14.13
FEDFUNDS,Federal Funds Effective Rate,1980-03-01,1980,17.19
FEDFUNDS,Federal Funds Effective Rate,1980-04-01,1980,17.61
FEDFUNDS,Federal Funds Effective Rate,1980-05-01,1980,10.98
FEDFUNDS,Federal Funds Effective Rate,1980-06-01,1980,9.47
FEDFUNDS,Federal Funds Effective Rate,1980-07-01,1980,9.03
FEDFUNDS,Federal Funds Effective Rate,1980-08-01,1980,9.61
FEDFUNDS,Federal Funds Effective Rate,1980-09-01,1980,10.87
FEDFUNDS,Federal Funds Effective Rate,1980-10-01,1980,12.81
FEDFUNDS,Federal Funds Effective Rate,1980-11-01,1980,15.85
FEDFUNDS,Federal Funds Effective Rate,1980-12-01,1980,18.9
FEDFUNDS,Federal Funds Effective Rate,1981-01-01,1981,19.08
FEDFUNDS,Federal Funds Effective Rate,1981-02-01,1981,15.93
FEDFUNDS,Federal Funds Effective Rate,1981-03-01,1981,14.7
FEDFUNDS,Federal Funds Effective Rate,1981-04-01,1981,15.72
FEDFUNDS,Federal Funds Effective Rate,1981-05-01,1981,18.52
FEDFUNDS,Federal Funds Effective Rate,1981-06-01,1981,19.1
FEDFUNDS,Federal Funds Effective Rate,1981-07-01,1981,19.04
FEDFUNDS,Federal Funds Effective Rate,1981-08-01,1981,17.82
FEDFUNDS,Federal Funds Effective Rate,1981-09-01,1981,15.87
FEDFUNDS,Federal Funds Effective Rate,1981-10-01,1981,15.08
FEDFUNDS,Federal Funds Effective Rate,1981-11-01,1981,13.31
FEDFUNDS,Federal Funds Effective Rate,1981-12-01,1981,12.37
FEDFUNDS,Federal Funds Effective Rate,1982-01-01,1982,13.22
FEDFUNDS,Federal Funds Effective Rate,1982-02-01,1982,14.78
FEDFUNDS,Federal Funds Effective Rate,1982-03-01,1982,14.68
FEDFUNDS,Federal Funds Effective Rate,1982-04-01,1982,14.94
FEDFUNDS,Federal Funds Effective Rate,1982-05-01,1982,14.45
FEDFUNDS,Federal Funds Effective Rate,1982-06-01,1982,14.15
FEDFUNDS,Federal Funds Effective Rate,1982-07-01,1982,12.59
FEDFUNDS,Federal Funds Effective Rate,1982-08-01,1982,10.12
FEDFUNDS,Federal Funds Effective Rate,1982-09-01,1982,10.31
FEDFUNDS,Federal Funds Effective Rate,1982-10-01,1982,9.71
FEDFUNDS,Federal Funds Effective Rate,1982-11-01,1982,9.2
FEDFUNDS,Federal Funds Effective Rate,1982-12-01,1982,8.95
FEDFUNDS,Federal Funds Effective Rate,1983-01-01,1983,8.68
FEDFUNDS,Federal Funds Effective Rate,1983-02-01,1983,8.51
FEDFUNDS,Federal Funds Effective Rate,1983-03-01,1983,8.77
FEDFUNDS,Federal Funds Effective Rate,1983-04-01,1983,8.8
FEDFUNDS,Federal Funds Effective Rate,1983-05-01,1983,8.63
FEDFUNDS,Federal Funds Effective Rate,1983-06-01,1983,8.98
FEDFUNDS,Federal Funds Effective Rate,1983-07-01,1983,9.37
FEDFUNDS,Federal Funds Effective Rate,1983-08-01,1983,9.56
FEDFUNDS,Federal Funds Effective Rate,1983-09-01,1983,9.45
FEDFUNDS,Federal Funds Effective Rate,1983-10-01,1983,9.48
FEDFUNDS,Federal Funds Effective Rate,1983-11-01,1983,9.34
FEDFUNDS,Federal Funds Effective Rate,1983-12-01,1983,9.47
FEDFUNDS,Federal Funds Effective Rate,1984-01-01,1984,9.56
FEDFUNDS,Federal Funds Effective Rate,1984-02-01,1984,9.59
FEDFUNDS,Federal Funds Effective Rate,1984-03-01,1984,9.91
FEDFUNDS,Federal Funds Effective Rate,1984-04-01,1984,10.29
FEDFUNDS,Federal Funds Effective Rate,1984-05-01,1984,10.32
FEDFUNDS,Federal Funds Effective Rate,1984-06-01,1984,11.06
FEDFUNDS,Federal Funds Effective Rate,1984-07-01,1984,11.23
FEDFUNDS,Federal Funds Effective Rate,1984-08-01,1984,11.64
FEDFUNDS,Federal Funds Effective Rate,1984-09-01,1984,11.3
FEDFUNDS,Federal Funds Effective Rate,1984-10-01,1984,9.99
FEDFUNDS,Federal Funds Effective Rate,1984-11-01,1984,9.43
FEDFUNDS,Federal Funds Effective Rate,1984-12-01,1984,8.38
FEDFUNDS,Federal Funds Effective Rate,1985-01-01,1985,8.35
FEDFUNDS,Federal Funds Effective Rate,1985-02-01,1985,8.5
FEDFUNDS,Federal Funds Effective Rate,1985-03-01,1985,8.58
FEDFUNDS,Federal Funds Effective Rate,1985-04-01,1985,8.27
FEDFUNDS,Federal Funds Effective Rate,1985-05-01,1985,7.97
FEDFUNDS,Federal Funds Effective Rate,1985-06-01,1985,7.53
FEDFUNDS,Federal Funds Effective Rate,1985-07-01,1985,7.88
FEDFUNDS,Federal Funds Effective Rate,1985-08-01,1985,7.9
FEDFUNDS,Federal Funds Effective Rate,1985-09-01,1985,7.92
FEDFUNDS,Federal Funds Effective Rate,1985-10-01,1985,7.99
FEDFUNDS,Federal Funds Effective Rate,1985-11-01,1985,8.05
FEDFUNDS,Federal Funds Effective Rate,1985-12-01,1985,8.27
FEDFUNDS,Federal Funds Effective Rate,1986-01-01,1986,8.14
FEDFUNDS,Federal Funds Effective Rate,1986-02-01,1986,7.86
FEDFUNDS,Federal Funds Effective Rate,1986-03-01,1986,7.48
FEDFUNDS,Federal Funds Effective Rate,1986-04-01,1986,6.99
FEDFUNDS,Federal Funds Effective Rate,1986-05-01,1986,6.85
FEDFUNDS,Federal Funds Effective Rate,1986-06-01,1986,6.92
FEDFUNDS,Federal Funds Effective Rate,1986-07-01,1986,6.56
FEDFUNDS,Federal Funds Effective Rate,1986-08-01,1986,6.17
FEDFUNDS,Federal Funds Effective Rate,1986-09-01,1986,5.89
FEDFUNDS,Federal Funds Effective Rate,1986-10-01,1986,5.85
FEDFUNDS,Federal Funds Effective Rate,1986-11-01,1986,6.04
FEDFUNDS,Federal Funds Effective Rate,1986-12-01,1986,6.91
FEDFUNDS,Federal Funds Effective Rate,1987-01-01,1987,6.43
FEDFUNDS,Federal Funds Effective Rate,1987-02-01,1987,6.1
FEDFUNDS,Federal Funds Effective Rate,1987-03-01,1987,6.13
FEDFUNDS,Federal Funds Effective Rate,1987-04-01,1987,6.37
FEDFUNDS,Federal Funds Effective Rate,1987-05-01,1987,6.85
FEDFUNDS,Federal Funds Effective Rate,1987-06-01,1987,6.73
FEDFUNDS,Federal Funds Effective Rate,1987-07-01,1987,6.58
FEDFUNDS,Federal Funds Effective Rate,1987-08-01,1987,6.73
FEDFUNDS,Federal Funds Effective Rate,1987-09-01,1987,7.22
FEDFUNDS,Federal Funds Effective Rate,1987-10-01,1987,7.29
FEDFUNDS,Federal Funds Effective Rate,1987-11-01,1987,6.69
FEDFUNDS,Federal Funds Effective Rate,1987-12-01,1987,6.77
FEDFUNDS,Federal Funds Effective Rate,1988-01-01,1988,6.83
FEDFUNDS,Federal Funds Effective Rate,1988-02-01,1988,6.58
FEDFUNDS,Federal Funds Effective Rate,1988-03-01,1988,6.58
FEDFUNDS,Federal Funds Effective Rate,1988-04-01,1988,6.87
FEDFUNDS,Federal Funds Effective Rate,1988-05-01,1988,7.09
FEDFUNDS,Federal Funds Effective Rate,1988-06-01,1988,7.51
FEDFUNDS,Federal Funds Effective Rate,1988-07-01,1988,7.75
FEDFUNDS,Federal Funds Effective Rate,1988-08-01,1988,8.01
FEDFUNDS,Federal Funds Effective Rate,1988-09-01,1988,8.19
FEDFUNDS,Federal Funds Effective Rate,1988-10-01,1988,8.3
FEDFUNDS,Federal Funds Effective Rate,1988-11-01,1988,8.35
FEDFUNDS,Federal Funds Effective Rate,1988-12-01,1988,8.76
FEDFUNDS,Federal Funds Effective Rate,1989-01-01,1989,9.12
FEDFUNDS,Federal Funds Effective Rate,1989-02-01,1989,9.36
FEDFUNDS,Federal Funds Effective Rate,1989-03-01,1989,9.85
FEDFUNDS,Federal Funds Effective Rate,1989-04-01,1989,9.84
FEDFUNDS,Federal Funds Effective Rate,1989-05-01,1989,9.81
FEDFUNDS,Federal Funds Effective Rate,1989-06-01,1989,9.53
