word,vector
decades,"[-0.0008958557737059891, 0.35889890789985657, 0.8107588291168213, -0.5666010975837708, 0.010238338261842728, 0.2815682291984558, 0.45467934012413025, 0.09655585139989853, 0.3368423283100128, 0.1661812961101532, 0.14536701142787933, -0.8236503005027771, -0.3053072690963745, 0.8161096572875977, 0.13224898278713226, 0.16254383325576782, -0.5521290898323059, -1.0823936462402344, -0.228769913315773, -0.42368975281715393, -0.17082491517066956, 0.8334978818893433, -0.28273746371269226, 0.245320662856102, 0.3278062641620636, -0.447298526763916, 0.31369903683662415, -1.0005948543548584, -0.2922411262989044, 0.5465788841247559, 0.3639034330844879, 0.0699840784072876, -0.5719745755195618, -0.6055853962898254, 0.7455524802207947, 0.8435692191123962, 0.708568274974823, -0.5442578196525574, 0.003659749636426568, -0.7462700009346008, 0.2717629671096802, -0.2579030394554138, -0.5291616916656494, 0.03954019397497177, -0.10434546321630478, 0.1055460199713707, 0.20157761871814728, 0.24943692982196808, -0.272794634103775, -0.08121742308139801, 0.5558420419692993, -0.28432339429855347, -0.4123278260231018, 0.690853476524353, -0.055085163563489914, 0.5100300908088684, 0.9390950202941895, 0.22368092834949493, -0.2810453772544861, 0.9334150552749634, 0.44134923815727234, 0.4785662591457367, 0.31429001688957214, -0.4795062243938446, -0.5476779937744141, -0.11377204954624176, 1.3357739448547363, 0.8327667713165283, -0.0046241614036262035, 0.894493043422699, 0.7454278469085693, 0.7056697607040405, -0.16691727936267853, 0.2707235813140869, 0.8140727877616882, -0.3945518136024475, 0.3791477382183075, -0.5517943501472473, -0.4677477478981018, 0.5991607308387756, -0.005958284251391888, 0.25489941239356995, 0.49992531538009644, 0.18601484596729279, -1.0078657865524292, 0.7721585035324097, 0.15272535383701324, 0.4697369635105133, 0.6011909246444702, 0.14578670263290405, 0.7339013814926147, -0.2790620028972626, -0.3298582136631012, -0.2560988962650299, 0.4991339445114136, -0.2816130518913269, 0.3528916537761688, 0.11475533246994019, -0.3685322701931, 0.7885850667953491]"
lowest,"[-0.35579797625541687, 0.7597188353538513, 0.9034547805786133, -0.4350944757461548, -0.20304028689861298, 0.31124287843704224, 0.6111875176429749, -0.14479690790176392, 0.015662161633372307, -0.10862509906291962, -0.13048416376113892, -1.123926043510437, -0.22214937210083008, 0.7799723744392395, 0.14932219684123993, -0.12257948517799377, -0.8957818150520325, -0.9378228187561035, -0.5450450778007507, -1.1880098581314087, -0.2670895755290985, 1.1118338108062744, 0.19500061869621277, 0.4158417582511902, 0.08210232853889465, -0.2875918447971344, 0.028806891292333603, -0.5831242799758911, -0.14829252660274506, 0.42735880613327026, 0.7590309381484985, 0.21308331191539764, -0.6309611797332764, -0.2364102154970169, 0.6412230134010315, 0.8489233255386353, 0.6783092021942139, -0.4414155185222626, -0.21923823654651642, -0.4941420555114746, 0.054625850170850754, -0.5059215426445007, -0.2264786958694458, -0.3194190263748169, 0.08061922341585159, -0.15344631671905518, 0.17780661582946777, 0.28782474994659424, -0.20149818062782288, 0.3728123903274536, 0.25440713763237, -0.6487939953804016, -0.5056860446929932, 0.9768151044845581, 0.04921932891011238, 0.7067344188690186, 0.7950283288955688, 0.36992117762565613, -0.0441269613802433, 1.0009756088256836, 0.07140857726335526, 0.10581312328577042, 0.5124348402023315, -0.4573044776916504, -0.5255382061004639, -0.33265605568885803, 1.3154586553573608, 1.083864450454712, 0.2362927943468094, 1.1898490190505981, 0.49691498279571533, 0.9907141327857971, 0.36177659034729004, 0.06485121697187424, 0.39757251739501953, -0.14041545987129211, 0.4191032946109772, -0.8225951790809631, -0.3391226828098297, 0.273333340883255, 0.0715046152472496, -0.1291942596435547, 0.29523834586143494, -0.20766615867614746, -0.9316576719284058, 0.9533827900886536, -0.22920578718185425, 0.0891440212726593, 0.38249874114990234, -0.3233892023563385, 0.12364638596773148, -0.4461909830570221, -0.6377472877502441, -0.3717553913593292, 0.9650015234947205, -0.4038521647453308, 0.01502766739577055, -0.17342136800289154, -0.06304061412811279, 0.7318597435951233]"
falls,"[-0.2152417004108429, 0.5584456324577332, 0.6496198773384094, -0.6629171371459961, -0.3300864100456238, 0.2623373866081238, 0.21863849461078644, 0.2745743691921234, 0.4308583438396454, 0.20208579301834106, -0.16940969228744507, -0.8651782870292664, -0.26337140798568726, 1.207463026046753, 0.18540513515472412, 0.35460585355758667, -0.7247966527938843, -0.8341910243034363, -0.327135294675827, -0.7389822602272034, -0.008947670459747314, 0.9729744791984558, -0.08165708184242249, 0.3552560806274414, 0.32993704080581665, -0.19662021100521088, -0.08822604268789291, -1.1098262071609497, 0.034108471125364304, 0.2757418155670166, 0.6742945909500122, 0.3346043825149536, -0.7716490030288696, -0.5053754448890686, 0.829962432384491, 0.6645616292953491, 0.48473697900772095, -0.35931235551834106, 0.06836050003767014, -0.35381463170051575, 0.22047589719295502, -0.12728571891784668, -0.3916226625442505, -0.0002799490175675601, 0.0759890154004097, 0.27121028304100037, 0.16712021827697754, 0.3157472014427185, -0.40919050574302673, 0.3617370128631592, 0.4753788709640503, -0.33536070585250854, -0.2214965671300888, 0.6073263883590698, 0.4092608392238617, 0.6070677042007446, 0.7829962968826294, 0.17990967631340027, -0.134660542011261, 0.8274253010749817, 0.7584863305091858, 0.33191466331481934, 0.18667732179164886, -0.617077112197876, -0.7168295979499817, -0.167549729347229, 1.3084272146224976, 1.1237561702728271, 0.10240185260772705, 1.2945599555969238, 0.8287445306777954, 0.6869595050811768, 0.09410422295331955, -0.18011470139026642, 0.5433787703514099, -0.14365914463996887, 0.12518751621246338, -0.7529994249343872, -0.41805005073547363, 0.7705618739128113, -0.388134241104126, -0.0030198313761502504, 0.42146119475364685, -0.1687329113483429, -0.8773202896118164, 0.9641265869140625, 0.4331781566143036, 0.2863340377807617, 0.904030442237854, 0.08112906664609909, 0.2120174914598465, -0.3538271486759186, -0.4669381380081177, -0.03559156507253647, 0.7250882387161255, -0.026097087189555168, 0.29048874974250793, 0.4360561966896057, -0.47122088074684143, 0.36753612756729126]"
exceed,"[1.637221097946167, 0.5549708604812622, -1.4797457456588745, -0.7165201902389526, 0.3388553559780121, -0.2841196656227112, -0.8981810212135315, 1.389371633529663, 0.45902568101882935, 0.4056910574436188, 0.3051510453224182, -1.6414732933044434, 0.4629092216491699, -0.09588076919317245, 1.6496100425720215, 0.3893158435821533, -0.05593153089284897, -0.6429178714752197, 0.9224029183387756, -2.467953681945801, 0.057144250720739365, -0.00021047604968771338, -0.7151249647140503, -0.47562506794929504, -0.23345114290714264, 0.715615451335907, 0.32266637682914734, -0.22379358112812042, -0.27183210849761963, -0.4540866017341614, 0.5496817827224731, -0.6986756920814514, 0.23920901119709015, 1.1063697338104248, -1.8159377574920654, 0.9248979687690735, 0.2463168501853943, 1.6071988344192505, 0.7845718264579773, -1.3738154172897339, -0.23997072875499725, -0.2783433794975281, 0.0720677599310875, -0.28970468044281006, 1.7836897373199463, 0.5205882787704468, -0.7201504707336426, 0.39162352681159973, -0.3829614818096161, -0.250370591878891, -0.5896991491317749, 0.27933183312416077, 0.3108762204647064, 0.11645733565092087, 0.05100588500499725, 0.351995050907135, -0.5410449504852295, -0.7821125984191895, -0.6330724954605103, -0.09777229279279709, -1.1459383964538574, 0.255142480134964, -0.9020111560821533, -0.03652309998869896, 0.3004254102706909, 1.1359742879867554, -0.054107580333948135, 0.30700796842575073, -0.15074121952056885, 0.07508322596549988, -0.5996496081352234, 0.2911408245563507, 0.4624858796596527, 0.3785208761692047, -0.5269066691398621, 0.6338966488838196, 1.5352483987808228, -0.9066821932792664, 0.5828956365585327, -0.22734923660755157, 1.028608798980713, -0.6787233948707581, -0.6412032246589661, 0.9589492678642273, 1.0342559814453125, 0.12436570972204208, -0.8225131034851074, 0.12455897033214569, -0.2353673279285431, -0.18197236955165863, -0.4139243960380554, 1.5011415481567383, 0.09851547330617905, 0.4060599207878113, 0.8735851049423218, 0.4202055335044861, 1.457365870475769, 0.38672488927841187, -0.6063647866249084, -1.0146257877349854]"
sales,"[0.6868108510971069, 0.2425382435321808, -1.6697007417678833, -0.3630548417568207, 0.3423687815666199, -0.6009828448295593, 0.1692463606595993, 1.1450060606002808, 0.5648901462554932, 0.22386112809181213, 1.4674464464187622, -1.6564679145812988, -0.25955161452293396, -1.0852277278900146, 2.213566780090332, -0.09590189903974533, 0.2940404415130615, -0.9545278549194336, 1.3975812196731567, -1.3111281394958496, -0.14702093601226807, 0.6703574061393738, -0.7276853322982788, -0.15524005889892578, 0.2666996121406555, 0.7132392525672913, 0.41518038511276245, -0.015461507253348827, -0.1970081329345703, 0.08952086418867111, 0.38001295924186707, 0.26802536845207214, -0.485538512468338, 0.7076595425605774, -1.5414398908615112, 0.6197838187217712, -0.2765926718711853, 0.6279672384262085, 0.5689263939857483, -1.3063900470733643, -0.20063960552215576, 0.368203729391098, 0.006055519450455904, -0.013168913312256336, 1.3203206062316895, -0.2557756006717682, 0.14643141627311707, 0.5039118528366089, 0.08783209323883057, -0.12168025225400925, -0.2594224810600281, -0.3466363549232483, 0.6598852872848511, 0.5345117449760437, -0.1458258330821991, -0.22373642027378082, 0.3727811574935913, 0.14718520641326904, -1.0109409093856812, 0.4729808568954468, -1.5474070310592651, 1.153564453125, -1.5078400373458862, 0.9080090522766113, -0.42488616704940796, 0.8676194548606873, 0.1034373790025711, 0.6983863115310669, 0.2411278635263443, 0.5927668809890747, -0.33222413063049316, -0.3908739984035492, 1.2959555387496948, -0.5991684198379517, -0.21227559447288513, 1.5308688879013062, 1.27177894115448, -1.677580714225769, 0.6954529881477356, -1.2001776695251465, -0.05315657705068588, -1.2714595794677734, -0.8391955494880676, 0.3580334782600403, -0.3043098747730255, 0.49771660566329956, -0.2526130974292755, 0.4250975549221039, -0.8332604765892029, -0.2574385702610016, 0.14858366549015045, 1.224152684211731, -0.2297157496213913, 0.6903808116912842, 0.45468437671661377, 0.4765976071357727, 1.5940170288085938, 0.06482479721307755, -0.3887191712856293, -0.9054062962532043]"
bullish,"[1.7644802331924438, -0.10222052782773972, -1.4384266138076782, -0.256409227848053, 0.5784238576889038, -0.5579324960708618, -0.14147375524044037, 1.0400913953781128, 0.9211186170578003, 0.1426972895860672, 1.3177077770233154, -1.6596524715423584, 0.09702122211456299, -0.30210840702056885, 1.6912542581558228, 0.23753836750984192, -0.6670992970466614, -0.8661158084869385, 1.4077274799346924, -1.8740909099578857, -0.15037505328655243, 0.3817487061023712, -0.4766233563423157, -0.32935595512390137, -0.38885560631752014, 0.07345908135175705, 0.5421020984649658, -0.17014151811599731, 0.15460574626922607, -0.7906261086463928, 0.6354957818984985, -0.07488936185836792, 0.3399832248687744, 1.5084525346755981, -1.3641505241394043, 0.8033642768859863, 0.028711505234241486, 1.2680622339248657, 0.11103354394435883, -1.1908727884292603, 0.14154601097106934, 0.013459973968565464, -0.2970428168773651, 0.1108403429389, 1.3602734804153442, 0.23799943923950195, -0.38735106587409973, 0.32826900482177734, -0.13674230873584747, -0.003968152683228254, -0.36176759004592896, -0.13111233711242676, 0.5142557621002197, 0.41642260551452637, -0.1277361959218979, -0.2074171006679535, -0.41239944100379944, -0.5513754487037659, -0.8954148888587952, 0.23530015349388123, -1.3979367017745972, 0.8153347373008728, -0.9921656847000122, 0.07672468572854996, 0.2606455981731415, 0.7258142232894897, -0.13001936674118042, 0.9346784949302673, -0.649769127368927, 0.5005715489387512, 0.004784633871167898, -0.6320217847824097, 0.5582669973373413, -0.18730399012565613, -0.12346570193767548, 0.3084695637226105, 0.8522734045982361, -1.8240549564361572, -0.16093358397483826, -1.3016400337219238, -0.17661665380001068, -0.797118067741394, -0.8349775671958923, 0.6785581707954407, 0.47456374764442444, 0.39311522245407104, -0.1990179866552353, -0.09653536230325699, -1.063132882118225, -0.4114871323108673, -0.17252974212169647, 1.0598756074905396, -0.29929882287979126, 1.2907562255859375, 0.15954658389091492, 0.08998618274927139, 1.0384597778320312, 0.845273494720459, -0.36270231008529663, -0.9173282384872437]"
optimistic,"[-0.6101388931274414, -1.8483436107635498, 0.3555363118648529, -0.20463773608207703, 0.3545706868171692, -0.9828112125396729, 0.09797137975692749, 0.3230404555797577, 0.6440903544425964, -0.4352213442325592, 0.45691627264022827, -0.19347435235977173, -1.4478222131729126, 0.23132707178592682, -0.3362703025341034, 1.033879041671753, 0.34667226672172546, -1.0052218437194824, -1.0341222286224365, -0.32080742716789246, 0.40888452529907227, 1.2988303899765015, -0.024416733533143997, 0.09428099542856216, 0.5034135580062866, 0.3209508955478668, -0.24679261445999146, 0.09580797702074051, 0.10070142894983292, 0.6250408887863159, -0.11370334774255753, -0.08427159488201141, 0.22037819027900696, -0.19945621490478516, -1.637441635131836, 1.0435043573379517, 0.7068005204200745, -0.6061123013496399, -1.1490910053253174, -0.32463908195495605, -0.4598277807235718, -0.265712171792984, 0.8635511994361877, 0.14243163168430328, 0.21008430421352386, -1.5060632228851318, -0.023508034646511078, 0.10794411599636078, 0.06651780009269714, -0.11201561242341995, -0.8772675395011902, 0.28529372811317444, 0.8318153023719788, -0.14070285856723785, -0.11708300560712814, -0.013704674318432808, 0.5851892232894897, 0.25022903084754944, -0.24761760234832764, -0.21574783325195312, 0.3350169360637665, 0.5207013487815857, 0.5317254066467285, -0.424704372882843, -1.2507091760635376, 1.519050121307373, 1.3591734170913696, 0.5441017746925354, 0.3076061010360718, 0.13895724713802338, -0.32345321774482727, -0.46791380643844604, 0.725834310054779, 1.1333508491516113, -0.6695764064788818, 1.0189625024795532, 0.9468964338302612, -0.07167690992355347, -1.2641148567199707, -0.980029284954071, 0.40380701422691345, 1.102074384689331, 0.07701840251684189, -0.4508962631225586, -0.6775310635566711, 0.18053799867630005, -0.24150978028774261, -0.5940456390380859, -0.7010012865066528, -0.09529715031385422, 1.2360783815383911, 0.5242725610733032, 0.32281526923179626, 0.12167537957429886, 0.19543300569057465, 0.6596000790596008, 0.6733072996139526, 0.3409639000892639, 0.20109064877033234, 0.04887746647000313]"
innovation,"[-0.1602497547864914, -1.3755896091461182, 0.6185078620910645, -0.2408689558506012, 0.2946372926235199, -1.3066691160202026, -0.2520787715911865, 0.6702274680137634, 1.1393587589263916, -0.851414144039154, 0.8078516721725464, 0.1646486073732376, -1.4031522274017334, -0.073404960334301, -0.3983650803565979, 1.3980752229690552, 0.39955946803092957, -0.7896768450737, -0.33933576941490173, -0.29404351115226746, 0.7141643166542053, 1.3937859535217285, -0.3806951940059662, -0.1394503116607666, 0.5094400644302368, 0.4337061643600464, -0.17095781862735748, -0.4511035084724426, -0.01449874322861433, 0.816663920879364, -0.661451518535614, -0.3775486946105957, 0.10766487568616867, -0.41479018330574036, -1.5757392644882202, 1.0021744966506958, 0.5646081566810608, -0.6010239124298096, -0.8502230644226074, -0.46294695138931274, -0.5483238101005554, -0.3858063220977783, 1.0502841472625732, 0.4427525997161865, 0.745556116104126, -1.3100330829620361, -0.11050700396299362, -0.08393397182226181, -0.3678041696548462, 0.12904302775859833, -1.0125747919082642, 0.30146610736846924, 0.9906666874885559, -0.12297175079584122, 0.49863874912261963, -0.3450074791908264, 0.3696616590023041, 0.8352781534194946, -0.26124271750450134, -0.6989372372627258, 0.36836928129196167, 0.35644468665122986, 0.3663438856601715, -0.13135890662670135, -0.8523142337799072, 1.2547136545181274, 1.4382892847061157, 0.9894450902938843, 0.43517202138900757, 0.4914632737636566, -0.7202966809272766, -0.4763686954975128, 0.9466626644134521, 0.7773809432983398, -0.4041455090045929, 1.1354330778121948, 1.0391491651535034, -0.2529793977737427, -1.3739078044891357, -1.0757578611373901, 0.5067198276519775, 0.8201226592063904, 0.03657909482717514, 0.18387381732463837, -0.5721974968910217, 0.10510238260030746, -0.2689235210418701, -0.5619416236877441, -1.0354524850845337, 0.14133602380752563, 0.7816684246063232, 0.7585253119468689, 0.4762115478515625, 0.9885659217834473, 0.16917070746421814, 0.3423917591571808, 0.5061317086219788, 0.49468809366226196, -0.16859327256679535, 0.21226099133491516]"
drives,"[-0.35714244842529297, -1.7980750799179077, 0.3487674295902252, -0.5118109583854675, 0.4399558901786804, -1.2755521535873413, 0.2649420201778412, 0.00028175642364658415, 0.8719031810760498, -0.3470539152622223, 0.6459918022155762, -0.39094170928001404, -1.8076584339141846, 0.29519715905189514, -0.10493212938308716, 1.2515584230422974, -0.5155009031295776, -1.0908948183059692, -0.2231285572052002, -0.1952258050441742, 0.8377285003662109, 1.2512212991714478, -0.23965264856815338, 0.024208759889006615, 0.37545785307884216, 0.016299884766340256, 0.06614447385072708, 0.010323777794837952, -0.018786834552884102, 0.24879510700702667, 0.6553587317466736, -0.2737727165222168, 0.2067733258008957, 0.3232726752758026, -1.7624331712722778, 0.37967097759246826, 0.6161073446273804, -0.6263995170593262, -1.5788583755493164, -0.08711268752813339, -0.5478097796440125, -0.43330979347229004, 0.8225035667419434, 0.3462051749229431, 0.1962757408618927, -1.424552083015442, -0.220625638961792, 0.1816844344139099, -0.058004170656204224, 0.14718779921531677, -1.2597342729568481, 0.5387260317802429, 1.3048932552337646, -0.41450583934783936, -0.19054242968559265, 0.009315930306911469, 0.36943310499191284, 0.32399147748947144, -0.4499838948249817, -0.2267315685749054, 0.10093937814235687, 0.8760458827018738, 0.6649846434593201, 0.14830878376960754, -1.1302721500396729, 1.2992260456085205, 1.13853919506073, 0.8388763666152954, 0.2465071976184845, 0.4053102731704712, -0.3660828769207001, -0.5251972675323486, 1.0855635404586792, 0.9906833171844482, -0.856376051902771, 0.4885419011116028, 1.2864506244659424, -0.5098771452903748, -1.2046191692352295, -1.0755914449691772, 0.48200443387031555, 0.23241466283798218, -0.6670485734939575, -0.27033454179763794, -0.5766233801841736, 0.12245678901672363, 0.11470615118741989, -0.7425585985183716, -0.8312946557998657, -0.2645929753780365, 1.3218021392822266, 0.49245530366897583, 0.0374380387365818, 0.18820635974407196, 0.04778673127293587, 0.9752285480499268, 0.6735493540763855, 0.3841593265533447, 0.20105144381523132, 0.003988104406744242]"
initiative,"[-0.15602585673332214, -1.4527209997177124, 0.21265047788619995, -0.277516633272171, 0.39013949036598206, -0.9147612452507019, 0.2426106184720993, 0.3952229619026184, 0.97393399477005, -0.599515974521637, 0.5231724381446838, -0.5710275769233704, -1.4578322172164917, 0.07663951814174652, -0.12200121581554413, 1.253028154373169, 0.45341405272483826, -0.8484295010566711, -0.33434319496154785, -0.5015199184417725, 0.7799708843231201, 1.679611086845398, -0.27888283133506775, -0.3716374933719635, 0.16341693699359894, 0.6691718697547913, -0.23790666460990906, -0.02609134092926979, 0.21735653281211853, 0.47028324007987976, -0.23997949063777924, -0.17632612586021423, -0.33704566955566406, 0.1137610524892807, -1.7572121620178223, 0.8316318392753601, 0.719456136226654, -0.421384334564209, -1.1352983713150024, -0.20249663293361664, -0.40185341238975525, -0.29385659098625183, 1.2108025550842285, -0.01591637171804905, 0.6406034827232361, -1.2907081842422485, -0.6708219051361084, -0.20165662467479706, 0.09206725656986237, -0.2619490325450897, -1.150404453277588, 0.32230618596076965, 1.2992796897888184, -0.704448401927948, 0.6599614024162292, -0.5877974033355713, 0.40273380279541016, 0.8082758784294128, -0.5056864619255066, -0.4991055727005005, -0.08617008477449417, 0.5441842079162598, 0.13012300431728363, -0.1766081005334854, -0.8311827778816223, 1.2751035690307617, 0.8331930637359619, 0.5580586194992065, 0.023609580472111702, -0.016950661316514015, -1.1115355491638184, -0.8606788516044617, 1.046665906906128, 0.2931439280509949, -0.7254116535186768, 1.0572922229766846, 1.2209205627441406, -0.03313806653022766, -1.2515223026275635, -0.8691439628601074, 0.10650452971458435, 0.4769216477870941, -0.039613012224435806, 0.2986997067928314, -0.22343569993972778, 0.10596255213022232, -0.523015558719635, -0.8765184879302979, -0.5159485340118408, 0.1784801483154297, 1.3825438022613525, 1.1784729957580566, 0.4327135980129242, 0.5422782897949219, 0.32062584161758423, 0.6549925208091736, 0.4675435721874237, 0.43811124563217163, 0.1192697063088417, 0.48026013374328613]"
high,"[0.30140817165374756, -0.5851002335548401, -0.25635862350463867, 0.6733642816543579, 0.8724766969680786, 0.20355874300003052, -0.45007967948913574, 0.026217514649033546, -1.3898050785064697, -0.6590026021003723, -0.7139156460762024, -0.02720947377383709, -1.383300542831421, 1.0165218114852905, -0.2133547067642212, 1.1010632514953613, -1.757816195487976, -1.0495924949645996, 1.1037187576293945, -0.9152188301086426, -0.17355427145957947, 1.270540475845337, -0.27197912335395813, 0.27626076340675354, -0.6306939125061035, 0.395112544298172, -1.0392817258834839, 0.1418420821428299, 0.055387724190950394, 1.3410605192184448, 1.0720547437667847, 0.3984071910381317, -0.00772662740200758, 0.0613725371658802, -1.089760184288025, 0.7648022770881653, 0.36396563053131104, 0.6208739280700684, -1.8884373903274536, 0.5699227452278137, 0.1432834416627884, -0.55703204870224, -0.27005162835121155, -0.10168527811765671, 0.29011714458465576, -1.1511536836624146, 0.5455783009529114, -0.523478627204895, 0.2688341438770294, 0.7901979684829712, -0.2500229775905609, -2.204131603240967, 0.637590229511261, 0.2699616551399231, 0.37323424220085144, -0.7356953024864197, -0.22693553566932678, 0.32365384697914124, 0.17622028291225433, 0.12195726484060287, 0.6276770234107971, 0.2878344655036926, -0.28439638018608093, -0.10446042567491531, 0.3230634331703186, -0.059594109654426575, -0.8488330841064453, 0.0160201508551836, 0.6073248386383057, 1.0945535898208618, -1.2692649364471436, -0.5176456570625305, -0.436024010181427, -0.9883363842964172, -0.9171838760375977, -0.7687484622001648, -0.5393202900886536, 0.3219027519226074, 0.31970271468162537, 0.6298258900642395, 0.010710684582591057, -0.13151788711547852, -0.07016845047473907, 0.8555370569229126, 0.006831524893641472, 0.0026415532920509577, -0.05407623201608658, 0.48844969272613525, -0.21932241320610046, 1.5358381271362305, 1.606400966644287, 0.8734367489814758, -0.2247978299856186, 0.7398326396942139, -0.2288835197687149, -0.6535085439682007, 0.587880551815033, 0.258891224861145, 0.17621658742427826, 0.10737558454275131]"
alltime,"[0.009126182645559311, -1.0000790357589722, -0.22750738263130188, 0.1671351194381714, 0.7558839917182922, 0.443915456533432, -0.20981818437576294, 0.5587059259414673, -1.9438416957855225, -0.14151571691036224, -0.4153366982936859, -0.5822252035140991, -1.0124807357788086, 1.1494334936141968, -0.9975460171699524, 0.8393007516860962, -1.9709725379943848, -1.1812102794647217, 1.3323893547058105, -0.9187002182006836, -0.24693289399147034, 1.2000154256820679, 0.7597313523292542, -0.08082283288240433, -0.1298931986093521, 0.11065040528774261, -1.1543124914169312, 0.17257094383239746, -0.097711943089962, 0.8344622850418091, 0.14689986407756805, -0.45547449588775635, -0.34156450629234314, 0.7002451419830322, -0.9369994401931763, 1.199772596359253, -0.9682299494743347, 1.2040066719055176, -1.71625554561615, 0.8384771943092346, 0.66504967212677, -0.1873559057712555, 0.3544192314147949, 0.3601679801940918, 0.9581713676452637, -0.7126285433769226, 0.39910197257995605, -0.20951834321022034, 0.2912573218345642, 0.8483466506004333, -0.6841637492179871, -1.9619534015655518, 0.5135762691497803, -0.38845545053482056, 0.15333765745162964, -0.7987346053123474, -0.17882885038852692, 0.4647705852985382, -0.11923083662986755, 0.794849693775177, 0.22384849190711975, -0.12882356345653534, 0.1594175100326538, 0.10444596409797668, 0.48695898056030273, -0.15201778709888458, -0.31248828768730164, 0.17969056963920593, 0.2397005409002304, 1.0715066194534302, -1.3754987716674805, -0.36336958408355713, -0.3329606056213379, -0.8535535931587219, -0.9464523196220398, -0.32014644145965576, -0.2625114917755127, -0.07911614328622818, 0.6596886515617371, -0.2883732318878174, -0.14272496104240417, -0.3700505495071411, -0.315091609954834, 0.9221365451812744, -0.3189580738544464, 0.026686538010835648, 0.3580895662307739, 0.22470535337924957, -0.3695904314517975, 1.974225401878357, 1.3477537631988525, 0.3893236815929413, -0.38628992438316345, 1.2130091190338135, -0.28865212202072144, -0.6159458160400391, -0.049820832908153534, 0.8665187358856201, 0.33584749698638916, 0.3034811019897461]"
hits,"[0.033009011298418045, -1.0776267051696777, -0.11042635142803192, 0.8066751956939697, 0.76502525806427, 0.2408769428730011, -0.2967072129249573, 0.12133048474788666, -1.9597313404083252, -0.31268996000289917, -0.8670633435249329, -0.25568345189094543, -0.759537935256958, 1.1138306856155396, -0.48535090684890747, 0.6255824565887451, -2.0763940811157227, -0.3343619108200073, 0.904604971408844, -0.6574445366859436, 0.07015301287174225, 0.8181766867637634, -0.059856023639440536, -0.1214902251958847, -0.7627237439155579, 0.4490736722946167, -1.0163763761520386, -0.07002993673086166, 0.06484310328960419, 0.67715984582901, 0.6736263632774353, 0.07409241050481796, 0.1370101422071457, 0.5687482357025146, -0.9319927096366882, 0.7345751523971558, -0.049727167934179306, 0.7732771039009094, -1.9728893041610718, 0.9746793508529663, 0.6078222393989563, -0.4587908685207367, -0.17458583414554596, 0.23327091336250305, 0.6893990635871887, -0.9587801694869995, 0.5428091883659363, -0.8988003730773926, 0.44311147928237915, 0.5285274386405945, -0.3460782468318939, -2.398818016052246, 0.5338581204414368, -0.012313519604504108, 0.3428357243537903, -0.9702791571617126, -0.6008480191230774, 0.1923002302646637, 0.02098156325519085, 0.6468457579612732, 0.6220613718032837, 0.45106810331344604, 0.0875432938337326, -0.26298001408576965, 0.22991836071014404, -0.29344668984413147, -0.9211615920066833, 0.5159801244735718, 0.21799524128437042, 1.7961002588272095, -1.5638731718063354, -1.105667233467102, -0.3621148467063904, -0.8749035000801086, -0.920764684677124, -0.5821027755737305, -0.34561973810195923, 0.2702515721321106, -0.05799795687198639, 0.4578183591365814, 0.035470325499773026, -0.5451979637145996, -0.3826681077480316, 0.7725266814231873, -0.17319338023662567, -0.14530977606773376, 0.09613936394453049, -0.13806693255901337, -0.595931887626648, 1.3966350555419922, 1.3726528882980347, 0.9455448389053345, 0.14548012614250183, 1.3944978713989258, -0.19662722945213318, -0.613612949848175, 0.35610195994377136, 0.46751052141189575, 0.28283289074897766, 0.3344530761241913]"
leads,"[-0.14273829758167267, -0.924182116985321, 0.260983407497406, 0.5636183023452759, 0.3754999339580536, -0.06350908428430557, -0.12768948078155518, 0.02414063736796379, -2.1640210151672363, -0.23041944205760956, -0.5885090231895447, 0.14710494875907898, -1.8014732599258423, 0.9506223797798157, -1.0836241245269775, 0.3988925814628601, -2.3027849197387695, -0.7072277665138245, 0.5680984854698181, -0.536469042301178, -0.021498683840036392, 0.7564562559127808, 0.04530914127826691, 0.4754441976547241, -0.8446131944656372, -0.18556316196918488, -0.6660171151161194, -0.5087989568710327, 0.6373766660690308, 0.6437820196151733, 0.3632380962371826, -0.8367213010787964, 0.9233500361442566, 0.13818210363388062, -1.1275749206542969, 0.36917349696159363, -0.31702905893325806, 1.3471033573150635, -1.9963020086288452, 0.20068815350532532, 0.4045097827911377, -0.5800594091415405, -0.44714123010635376, 1.02845299243927, 0.8542100787162781, -1.0046709775924683, 0.21220873296260834, -0.6047720313072205, 0.3563573658466339, 0.5844302773475647, -1.109462857246399, -2.4277503490448, 0.9247823357582092, -0.14098818600177765, 0.437722772359848, -0.9381853342056274, -0.45525938272476196, -0.429381787776947, 0.7749108672142029, 1.0323245525360107, 0.9180619120597839, 0.6530570387840271, -0.12004780024290085, -0.25228798389434814, 0.07817010581493378, 0.17362377047538757, -0.9000818729400635, 0.10670608282089233, -0.21271397173404694, 1.058289647102356, -2.0207347869873047, -0.6317537426948547, -0.5795419216156006, -0.6283338069915771, -0.6123203635215759, -0.9622608423233032, -0.22717957198619843, 0.8320610523223877, 0.45047274231910706, -0.11483003199100494, 0.9627219438552856, -0.13321730494499207, -0.7651192545890808, 0.9168059825897217, -0.32235270738601685, 0.051495738327503204, -0.000937348697334528, 0.12409136444330215, -1.1993684768676758, 1.2456936836242676, 1.3013458251953125, 0.6451064348220825, 0.1864623725414276, 0.9109393954277039, 0.5970471501350403, -0.13388989865779877, 0.7125054597854614, 0.6376602053642273, 0.004918491933494806, 0.6967492699623108]"
